id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,age_group,income_group,spending_group,customer_value_score,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,kmeans_cluster,rfm_segment,estimated_clv
753,28,Other,129367,4,1,44,Electronics,559.61,25-34,High,Low Spenders,42.8501,57,44,559.61,5,5,3,553,0,New Customers,24622.84
754,52,Male,49342,77,7,29,Groceries,622.86,45-54,Low,High Spenders,59.892599999999995,162,29,622.86,3,3,4,334,1,Promising,126440.57999999999
755,61,Male,59583,11,8,27,Clothing,744.56,55-64,Medium,Low Spenders,38.544900000000005,176,27,744.56,3,3,4,334,0,Promising,160824.96
756,30,Female,111050,61,10,32,Electronics,213.88,25-34,High,Medium Spenders,78.035,141,32,213.88,4,4,2,442,1,Others,68441.6
757,19,Female,129687,78,3,43,Home & Garden,679.67,18-24,High,High Spenders,76.5361,64,43,679.67,5,5,4,554,3,Champions,87677.43
758,35,Male,94896,36,6,4,Home & Garden,102.23,35-44,Medium,Medium Spenders,54.9088,337,4,102.23,1,1,1,111,2,Others,2453.52
759,64,Other,130443,29,1,17,Home & Garden,835.67,55-64,High,Low Spenders,52.9029,246,17,835.67,2,2,5,225,0,Others,14206.39
760,27,Male,80545,63,6,46,Sports,575.98,25-34,Medium,Medium Spenders,61.8235,43,46,575.98,5,5,3,553,1,New Customers,158970.48
761,47,Male,112510,1,2,10,Home & Garden,618.2,45-54,High,Low Spenders,38.253,295,10,618.2,1,1,4,114,0,Cannot Lose Them,12364.0
762,57,Male,145190,42,9,8,Sports,971.83,55-64,High,Medium Spenders,78.437,309,8,971.83,1,1,5,115,1,Cannot Lose Them,69971.76000000001
763,63,Male,115204,12,2,19,Home & Garden,910.59,55-64,High,Low Spenders,43.551199999999994,232,19,910.59,2,2,5,225,0,Others,34602.42
764,61,Female,116123,96,2,27,Sports,844.95,55-64,High,High Spenders,77.5069,176,27,844.95,3,3,5,335,0,Loyal Customers,45627.3
765,40,Other,108344,87,2,13,Electronics,892.28,35-44,High,High Spenders,71.4332,274,13,892.28,2,2,5,225,0,Others,23199.28
766,41,Other,74198,84,1,50,Clothing,60.51,35-44,Medium,High Spenders,58.359399999999994,15,50,60.51,5,5,1,551,3,New Customers,3025.5
767,45,Other,62582,1,6,46,Clothing,298.11,45-54,Medium,Low Spenders,31.6346,43,46,298.11,5,5,2,552,2,New Customers,82278.36000000002
768,33,Other,92798,80,3,44,Groceries,367.85,25-34,Medium,High Spenders,66.2794,57,44,367.85,5,5,2,552,3,New Customers,48556.200000000004
769,19,Male,85583,61,5,43,Sports,316.35,18-24,Medium,Medium Spenders,60.5049,64,43,316.35,5,5,2,552,3,New Customers,68015.25
770,61,Male,32692,18,8,28,Groceries,709.33,55-64,Low,Low Spenders,33.2876,169,28,709.33,3,3,4,334,0,Promising,158889.92
771,55,Other,53069,3,10,43,Clothing,777.97,55-64,Medium,Low Spenders,37.5507,64,43,777.97,5,5,4,554,1,Champions,334527.1
772,26,Female,79842,78,9,5,Clothing,557.41,25-34,Medium,High Spenders,73.2026,330,5,557.41,1,1,3,113,1,Others,25083.449999999997
773,51,Female,70099,42,7,12,Groceries,481.56,45-54,Medium,Medium Spenders,51.9497,281,12,481.56,2,2,3,223,2,Others,40451.04
774,52,Male,52167,19,5,50,Home & Garden,961.55,45-54,Medium,Low Spenders,33.7501,15,50,961.55,5,5,5,555,0,Champions,240387.5
775,24,Male,51225,21,6,31,Sports,235.64,18-24,Medium,Low Spenders,36.0775,148,31,235.64,4,4,2,442,2,Others,43829.03999999999
776,31,Female,123947,25,2,39,Groceries,355.67,25-34,High,Low Spenders,51.5741,92,39,355.67,4,4,2,442,2,Others,27742.260000000002
777,19,Other,45781,93,6,43,Sports,412.99,18-24,Low,High Spenders,63.3643,64,43,412.99,5,5,3,553,3,New Customers,106551.42
778,46,Female,78023,83,7,28,Sports,270.15,45-54,Medium,High Spenders,70.8869,169,28,270.15,3,3,2,332,3,Others,52949.399999999994
779,56,Other,43031,56,2,15,Electronics,830.79,55-64,Low,Medium Spenders,39.4593,260,15,830.79,2,2,5,225,0,Others,24923.699999999997
780,65,Other,80686,2,8,30,Sports,491.8,65+,Medium,Low Spenders,41.3058,155,30,491.8,3,3,3,333,2,Others,118032.0
781,53,Male,147355,10,2,38,Home & Garden,866.3,45-54,High,Low Spenders,52.5865,99,38,866.3,4,4,5,445,0,Champions,65838.8
782,22,Male,118840,32,9,9,Electronics,819.14,18-24,High,Medium Spenders,66.542,302,9,819.14,1,1,5,115,1,Cannot Lose Them,66350.34
783,39,Other,71987,42,5,35,Clothing,196.61,35-44,Medium,Medium Spenders,48.7461,120,35,196.61,4,4,2,442,2,Others,34406.75
784,47,Other,64229,74,5,22,Groceries,438.95,45-54,Medium,High Spenders,59.0887,211,22,438.95,2,2,3,223,3,Others,48284.5
785,45,Female,88366,22,10,24,Electronics,253.64,45-54,Medium,Low Spenders,55.5498,197,24,253.64,3,3,2,332,2,Others,60873.6
786,30,Male,43192,61,1,27,Sports,614.39,25-34,Low,Medium Spenders,39.62760000000001,176,27,614.39,3,3,4,334,0,Promising,16588.53
787,57,Other,56547,65,10,43,Groceries,686.83,55-64,Medium,Medium Spenders,63.3941,64,43,686.83,5,5,4,554,1,Champions,295336.9
788,33,Male,38558,71,8,22,Home & Garden,223.73,25-34,Low,High Spenders,56.1874,211,22,223.73,2,2,2,222,3,Others,39376.479999999996
789,25,Female,52575,77,5,13,Clothing,112.22,25-34,Medium,High Spenders,56.70250000000001,274,13,112.22,2,2,1,221,3,Price Sensitive,7294.299999999999
790,61,Male,96409,66,1,32,Sports,674.93,55-64,Medium,Medium Spenders,57.6427,141,32,674.93,4,4,4,444,0,Loyal Customers,21597.76
791,59,Female,97756,89,6,3,Home & Garden,318.74,55-64,Medium,High Spenders,76.9568,344,3,318.74,1,1,2,112,3,Others,5737.32
792,18,Other,140475,38,8,7,Sports,442.42,18-24,High,Medium Spenders,73.4125,316,7,442.42,1,1,3,113,2,Others,24775.52
793,63,Female,123481,26,1,26,Home & Garden,386.51,55-64,High,Low Spenders,49.704299999999996,183,26,386.51,3,3,3,333,0,Others,10049.26
794,50,Male,103921,58,2,3,Electronics,687.32,45-54,High,Medium Spenders,58.4063,344,3,687.32,1,1,4,114,0,Cannot Lose Them,4123.92
795,33,Female,45432,11,4,42,Electronics,990.34,25-34,Low,Low Spenders,26.449600000000004,71,42,990.34,5,5,5,555,0,Champions,166377.12
796,47,Male,92114,17,7,8,Home & Garden,997.15,45-54,Medium,Low Spenders,48.5142,309,8,997.15,1,1,5,115,0,Cannot Lose Them,55840.4
797,47,Male,86651,54,3,49,Home & Garden,678.41,45-54,Medium,Medium Spenders,54.0853,22,49,678.41,5,5,4,554,0,Champions,99726.26999999999
798,68,Other,44597,3,1,36,Sports,743.73,65+,Low,Low Spenders,16.9391,113,36,743.73,4,4,4,444,0,Loyal Customers,26774.28
799,25,Male,107042,27,1,32,Clothing,648.79,25-34,High,Low Spenders,45.2326,141,32,648.79,4,4,4,444,0,Loyal Customers,20761.28
800,35,Other,114874,40,3,15,Sports,333.55,35-44,High,Medium Spenders,56.612199999999994,260,15,333.55,2,2,2,222,2,Others,15009.75
801,61,Other,69791,33,8,1,Sports,165.39,55-64,Medium,Medium Spenders,50.147299999999994,358,1,165.39,1,1,1,111,2,Others,1323.12
802,51,Male,107033,96,3,42,Groceries,992.17,45-54,High,High Spenders,76.9299,71,42,992.17,5,5,5,555,1,Champions,125013.42
803,64,Male,127745,72,2,11,Groceries,192.17,55-64,High,High Spenders,71.2335,288,11,192.17,1,1,2,112,3,Others,4227.74
804,59,Female,58656,47,6,6,Groceries,246.07,55-64,Medium,Medium Spenders,48.4568,323,6,246.07,1,1,2,112,2,Others,8858.52
805,51,Female,97660,3,7,30,Sports,145.66,45-54,Medium,Low Spenders,44.797999999999995,155,30,145.66,3,3,1,331,2,Others,30588.600000000002
806,49,Male,69864,92,10,25,Groceries,522.78,45-54,Medium,High Spenders,78.0092,190,25,522.78,3,3,3,333,1,Others,130695.0
807,24,Male,68172,6,1,28,Clothing,445.3,18-24,Medium,Low Spenders,25.1316,169,28,445.3,3,3,3,333,0,Others,12468.4
808,33,Male,127302,43,1,40,Groceries,785.52,25-34,High,Medium Spenders,57.790600000000005,85,40,785.52,4,4,4,444,0,Loyal Customers,31420.8
809,46,Other,91845,35,8,49,Electronics,537.23,45-54,Medium,Medium Spenders,58.0435,22,49,537.23,5,5,3,553,1,New Customers,210594.16
810,35,Male,83547,27,7,40,Electronics,570.08,35-44,Medium,Low Spenders,50.2641,85,40,570.08,4,4,3,443,2,Others,159622.4
811,27,Female,78001,50,5,17,Home & Garden,117.03,25-34,Medium,Medium Spenders,53.5703,246,17,117.03,2,2,1,221,3,Price Sensitive,9947.55
812,53,Other,76842,73,6,35,Home & Garden,701.61,45-54,Medium,High Spenders,64.6026,120,35,701.61,4,4,4,444,1,Loyal Customers,147338.1
813,19,Male,68304,9,10,28,Sports,864.57,18-24,Medium,Low Spenders,44.3712,169,28,864.57,3,3,5,335,1,Loyal Customers,242079.60000000003
814,56,Other,145028,2,10,32,Home & Garden,849.56,55-64,High,Low Spenders,64.62839999999998,141,32,849.56,4,4,5,445,1,Champions,271859.19999999995
815,53,Female,58486,87,8,23,Home & Garden,409.35,45-54,Medium,High Spenders,68.5758,204,23,409.35,3,3,3,333,1,Others,75320.40000000001
816,50,Other,143612,71,9,28,Groceries,372.69,45-54,High,High Spenders,89.7636,169,28,372.69,3,3,2,332,1,Others,93917.88
817,37,Female,115734,87,2,50,Groceries,646.4,35-44,High,High Spenders,74.0202,15,50,646.4,5,5,4,554,3,Champions,64640.0
818,69,Male,129445,32,3,6,Home & Garden,42.19,65+,High,Medium Spenders,57.6935,323,6,42.19,1,1,1,111,2,Others,759.42
819,46,Other,58692,2,9,22,Home & Garden,230.66,45-54,Medium,Low Spenders,36.6276,211,22,230.66,2,2,2,222,2,Others,45670.67999999999
820,52,Other,73723,69,10,19,Sports,321.92,45-54,Medium,Medium Spenders,69.9069,232,19,321.92,2,2,2,222,1,Others,61164.8
821,41,Other,37547,72,3,24,Groceries,897.46,35-44,Low,High Spenders,46.3041,197,24,897.46,3,3,5,335,0,Loyal Customers,64617.12
822,26,Female,34901,31,7,9,Groceries,667.8,25-34,Low,Medium Spenders,36.960300000000004,302,9,667.8,1,1,4,114,0,Cannot Lose Them,42071.4
823,69,Male,85068,54,6,24,Sports,846.68,65+,Medium,Medium Spenders,59.360400000000006,197,24,846.68,3,3,5,335,1,Loyal Customers,121921.92
824,38,Female,81244,57,5,3,Home & Garden,301.59,35-44,Medium,Medium Spenders,57.2032,344,3,301.59,1,1,2,112,3,Others,4523.85
825,30,Female,121358,16,1,2,Electronics,122.7,25-34,High,Low Spenders,44.827400000000004,351,2,122.7,1,1,1,111,2,Others,245.4
826,48,Male,111795,41,9,17,Groceries,116.19,45-54,High,Medium Spenders,68.1085,246,17,116.19,2,2,1,221,2,Price Sensitive,17777.07
827,62,Other,88975,58,6,24,Sports,921.21,55-64,Medium,Medium Spenders,62.1325,197,24,921.21,3,3,5,335,1,Loyal Customers,132654.24
828,34,Male,43316,72,7,13,Electronics,274.88,25-34,Low,High Spenders,55.924800000000005,274,13,274.88,2,2,2,222,3,Others,25014.08
829,37,Male,112949,33,8,40,Home & Garden,424.07,35-44,High,Medium Spenders,63.4847,85,40,424.07,4,4,3,443,2,Others,135702.4
830,28,Male,136418,17,5,17,Home & Garden,765.53,25-34,High,Low Spenders,57.89540000000001,246,17,765.53,2,2,4,224,0,Others,65070.05
831,43,Female,76811,26,1,33,Home & Garden,836.5,35-44,Medium,Low Spenders,35.7733,134,33,836.5,4,4,5,445,0,Champions,27604.5
832,69,Other,81964,22,1,3,Home & Garden,839.2,65+,Medium,Low Spenders,35.419200000000004,344,3,839.2,1,1,5,115,0,Cannot Lose Them,2517.6000000000004
833,43,Female,85487,71,7,49,Sports,625.26,35-44,Medium,High Spenders,68.53609999999999,22,49,625.26,5,5,4,554,1,Champions,214464.18
834,38,Male,101111,98,8,35,Clothing,738.01,35-44,High,High Spenders,85.88329999999999,120,35,738.01,4,4,4,444,1,Loyal Customers,206642.8
835,41,Female,68147,75,2,33,Groceries,553.35,35-44,Medium,High Spenders,54.774100000000004,134,33,553.35,4,4,3,443,3,Others,36521.1
836,30,Other,42089,29,3,3,Home & Garden,536.52,25-34,Low,Low Spenders,30.256700000000002,344,3,536.52,1,1,3,113,0,Others,4828.68
837,69,Female,106629,4,7,9,Groceries,443.22,65+,High,Low Spenders,47.678700000000006,302,9,443.22,1,1,3,113,2,Others,27922.860000000004
838,57,Male,98928,80,3,33,Electronics,934.98,55-64,Medium,High Spenders,68.0084,134,33,934.98,4,4,5,445,0,Champions,92563.02
839,43,Male,90687,9,5,24,Sports,531.25,35-44,Medium,Low Spenders,41.0461,197,24,531.25,3,3,3,333,2,Others,63750.0
840,58,Female,68764,96,6,31,Groceries,723.66,55-64,Medium,High Spenders,71.3392,148,31,723.66,4,4,4,444,1,Loyal Customers,134600.76
841,40,Male,125996,64,6,15,Clothing,583.95,35-44,High,Medium Spenders,75.5488,260,15,583.95,2,2,3,223,3,Others,52555.5
842,33,Female,96916,23,6,12,Sports,373.49,25-34,Medium,Low Spenders,50.3948,281,12,373.49,2,2,2,222,2,Others,26891.28
843,50,Other,149578,28,2,39,Home & Garden,839.34,45-54,High,Low Spenders,60.4634,92,39,839.34,4,4,5,445,0,Champions,65468.520000000004
844,43,Male,140638,62,10,18,Home & Garden,78.52,35-44,High,Medium Spenders,87.1714,239,18,78.52,2,2,1,221,2,Price Sensitive,14133.599999999999
845,45,Female,57615,30,5,15,Electronics,998.09,45-54,Medium,Medium Spenders,39.4345,260,15,998.09,2,2,5,225,0,Others,74856.75
846,60,Other,61376,97,8,9,Electronics,793.84,55-64,Medium,High Spenders,73.3028,302,9,793.84,1,1,4,114,1,Cannot Lose Them,57156.48
847,22,Male,134801,47,1,49,Groceries,292.92,18-24,High,Medium Spenders,61.73029999999999,22,49,292.92,5,5,2,552,3,New Customers,14353.08
848,60,Other,111784,31,1,14,Clothing,122.12,55-64,High,Medium Spenders,48.0752,267,14,122.12,2,2,1,221,2,Price Sensitive,1709.68
849,56,Female,86142,87,7,8,Sports,291.96,55-64,Medium,High Spenders,74.7226,309,8,291.96,1,1,2,112,3,Others,16349.759999999998
850,48,Female,126398,19,1,18,Clothing,311.08,45-54,High,Low Spenders,47.6994,239,18,311.08,2,2,2,222,2,Others,5599.44
851,51,Other,59566,25,5,22,Groceries,847.03,45-54,Medium,Low Spenders,38.0898,211,22,847.03,2,2,5,225,0,Others,93173.3
852,64,Female,63123,88,1,16,Groceries,330.95,55-64,Medium,High Spenders,56.296899999999994,253,16,330.95,2,2,2,222,3,Others,5295.2
853,22,Other,120644,75,1,4,Clothing,456.11,18-24,High,High Spenders,68.2332,337,4,456.11,1,1,3,113,3,Others,1824.44
854,27,Female,40595,84,6,15,Groceries,268.76,25-34,Low,High Spenders,57.9285,260,15,268.76,2,2,2,222,3,Others,24188.399999999998
855,18,Male,30102,35,2,6,Sports,739.27,18-24,Low,Medium Spenders,27.0906,323,6,739.27,1,1,4,114,0,Cannot Lose Them,8871.24
856,45,Other,135627,67,2,46,Groceries,524.16,45-54,High,Medium Spenders,71.9481,43,46,524.16,5,5,3,553,3,New Customers,48222.719999999994
857,19,Female,90561,75,10,23,Home & Garden,866.23,18-24,Medium,High Spenders,77.3983,204,23,866.23,3,3,5,335,1,Loyal Customers,199232.90000000002
858,67,Male,115470,56,4,6,Clothing,151.74,65+,High,Medium Spenders,65.101,323,6,151.74,1,1,1,111,3,Others,3641.76
859,22,Male,62752,2,10,22,Electronics,469.36,18-24,Medium,Low Spenders,39.845600000000005,211,22,469.36,2,2,3,223,2,Others,103259.2
860,22,Male,46866,3,7,46,Electronics,737.44,18-24,Low,Low Spenders,29.7198,43,46,737.44,5,5,4,554,0,Champions,237455.68000000005
861,21,Other,145884,3,4,25,Home & Garden,676.93,18-24,High,Low Spenders,53.215199999999996,190,25,676.93,3,3,4,334,2,Promising,67693.0
862,20,Male,79899,64,7,46,Clothing,129.9,18-24,Medium,Medium Spenders,64.02969999999999,43,46,129.9,5,5,1,551,3,New Customers,41827.8
863,42,Other,77292,73,10,43,Groceries,787.66,35-44,Medium,High Spenders,72.81760000000001,64,43,787.66,5,5,4,554,1,Champions,338693.8
864,41,Male,92371,28,10,48,Electronics,594.96,35-44,Medium,Low Spenders,59.391299999999994,29,48,594.96,5,5,3,553,1,New Customers,285580.80000000005
865,57,Other,106632,26,1,17,Groceries,610.98,55-64,High,Low Spenders,44.5596,246,17,610.98,2,2,4,224,0,Others,10386.66
866,22,Male,48068,57,2,24,Electronics,683.02,18-24,Low,Medium Spenders,41.4604,197,24,683.02,3,3,4,334,0,Promising,32784.96
867,68,Other,35122,72,6,33,Sports,983.84,65+,Low,High Spenders,51.6666,134,33,983.84,4,4,5,445,1,Champions,194800.32
868,51,Other,83467,83,1,19,Clothing,30.88,45-54,Medium,High Spenders,60.430099999999996,232,19,30.88,2,2,1,221,3,Price Sensitive,586.72
869,49,Female,61376,47,5,16,Home & Garden,241.25,45-54,Medium,Medium Spenders,47.3728,253,16,241.25,2,2,2,222,2,Others,19300.0
870,57,Other,112212,6,6,44,Home & Garden,312.64,55-64,High,Low Spenders,48.5036,57,44,312.64,5,5,2,552,2,New Customers,82536.95999999999
871,57,Female,128481,86,10,40,Home & Garden,727.15,55-64,High,High Spenders,93.3443,85,40,727.15,4,4,4,444,1,Loyal Customers,290860.0
872,63,Male,33546,18,9,31,Sports,191.8,55-64,Low,Low Spenders,35.573800000000006,148,31,191.8,4,4,2,442,2,Others,53512.200000000004
873,42,Female,127546,54,1,31,Clothing,484.72,35-44,High,Medium Spenders,62.17380000000001,148,31,484.72,4,4,3,443,3,Others,15026.320000000002
874,35,Male,121037,70,1,28,Groceries,304.08,35-44,High,High Spenders,66.59110000000001,169,28,304.08,3,3,2,332,3,Others,8514.24
875,25,Female,76606,99,10,32,Home & Garden,472.4,25-34,Medium,High Spenders,82.9018,141,32,472.4,4,4,3,443,1,Others,151168.0
876,60,Other,120195,68,9,26,Sports,600.21,55-64,High,Medium Spenders,81.5185,183,26,600.21,3,3,3,333,1,Others,140449.14
877,51,Female,127950,27,3,45,Home & Garden,412.76,45-54,High,Low Spenders,55.635000000000005,50,45,412.76,5,5,3,553,2,New Customers,55722.600000000006
878,45,Female,51646,61,5,41,Home & Garden,246.41,45-54,Medium,Medium Spenders,50.303799999999995,78,41,246.41,5,5,2,552,3,New Customers,50514.049999999996
879,51,Male,80995,68,1,18,Sports,863.54,45-54,Medium,Medium Spenders,53.67850000000001,239,18,863.54,2,2,5,225,0,Others,15543.72
880,59,Other,97355,63,2,22,Groceries,329.18,55-64,Medium,Medium Spenders,58.6265,211,22,329.18,2,2,2,222,3,Others,14483.92
881,47,Female,133264,93,2,21,Groceries,11.01,45-54,High,High Spenders,81.3892,218,21,11.01,2,2,1,221,3,Price Sensitive,462.42
882,61,Male,49557,22,6,12,Clothing,678.13,55-64,Low,Low Spenders,35.7871,281,12,678.13,2,2,4,224,0,Others,48825.36
883,62,Other,97909,100,1,5,Home & Garden,439.63,55-64,Medium,High Spenders,71.4227,330,5,439.63,1,1,3,113,3,Others,2198.15
884,50,Female,59695,70,5,6,Clothing,241.99,45-54,Medium,High Spenders,55.968500000000006,323,6,241.99,1,1,2,112,3,Others,7259.700000000001
885,58,Other,149723,70,9,23,Electronics,374.59,55-64,High,High Spenders,91.1469,204,23,374.59,3,3,2,332,1,Others,77540.13
886,26,Other,113532,70,7,28,Sports,679.69,25-34,High,High Spenders,76.33959999999999,169,28,679.69,3,3,4,334,1,Promising,133219.24
887,60,Male,98882,38,2,28,Groceries,940.14,55-64,Medium,Medium Spenders,49.144600000000004,169,28,940.14,3,3,5,335,0,Loyal Customers,52647.84
888,29,Male,149973,2,2,19,Groceries,437.1,25-34,High,Low Spenders,49.981899999999996,232,19,437.1,2,2,3,223,2,Others,16609.8
889,33,Other,146269,92,6,10,Sports,486.86,25-34,High,High Spenders,92.7807,295,10,486.86,1,1,3,113,3,Others,29211.600000000002
890,60,Other,73059,77,3,31,Clothing,581.15,55-64,Medium,High Spenders,59.0277,148,31,581.15,4,4,3,443,3,Others,54046.95
891,22,Other,87909,19,7,39,Sports,20.52,18-24,Medium,Low Spenders,48.362700000000004,92,39,20.52,4,4,1,441,2,Others,5601.96
892,66,Other,40932,5,1,48,Sports,546.06,65+,Low,Low Spenders,16.759600000000002,29,48,546.06,5,5,3,553,0,New Customers,26210.879999999997
893,24,Female,60763,92,5,29,Home & Garden,320.7,18-24,Medium,High Spenders,65.31890000000001,162,29,320.7,3,3,2,332,3,Others,46501.5
894,63,Other,119492,25,8,40,Sports,758.1,55-64,High,Low Spenders,62.2476,85,40,758.1,4,4,4,444,1,Loyal Customers,242592.0
895,27,Male,128640,3,5,2,Home & Garden,140.52,25-34,High,Low Spenders,49.812,351,2,140.52,1,1,1,111,2,Others,1405.2
896,53,Male,137307,34,1,26,Sports,952.12,45-54,High,Medium Spenders,57.052099999999996,183,26,952.12,3,3,5,335,0,Loyal Customers,24755.12
897,32,Male,81701,96,9,49,Electronics,77.45,25-34,Medium,High Spenders,81.4003,22,49,77.45,5,5,1,551,3,New Customers,34155.450000000004
898,64,Other,82140,57,3,7,Home & Garden,97.97,55-64,Medium,Medium Spenders,53.512,316,7,97.97,1,1,1,111,3,Others,2057.37
899,48,Male,134463,32,2,7,Electronics,535.1,45-54,High,Medium Spenders,57.20889999999999,316,7,535.1,1,1,3,113,0,Others,7491.400000000001
900,52,Female,41544,1,10,46,Home & Garden,720.52,45-54,Low,Low Spenders,33.3232,43,46,720.52,5,5,4,554,1,Champions,331439.19999999995
901,57,Female,135440,46,8,3,Home & Garden,442.46,55-64,High,Medium Spenders,75.062,344,3,442.46,1,1,3,113,2,Others,10619.039999999999
902,55,Female,72193,39,2,6,Home & Garden,207.44,55-64,Medium,Medium Spenders,41.3179,323,6,207.44,1,1,2,112,3,Others,2489.2799999999997
903,33,Other,106771,23,7,3,Sports,609.8,25-34,High,Low Spenders,55.261300000000006,344,3,609.8,1,1,3,113,2,Others,12805.8
904,64,Female,122557,87,2,5,Groceries,344.59,55-64,High,High Spenders,75.61710000000001,330,5,344.59,1,1,2,112,3,Others,3445.8999999999996
905,64,Male,139658,77,6,26,Sports,71.97,55-64,High,High Spenders,84.9574,183,26,71.97,3,3,1,331,3,Others,11227.32
906,25,Male,130604,100,4,41,Electronics,355.45,25-34,High,High Spenders,87.5912,78,41,355.45,5,5,2,552,3,New Customers,58293.799999999996
907,62,Other,113706,19,1,13,Home & Garden,427.68,55-64,High,Low Spenders,43.841800000000006,274,13,427.68,2,2,3,223,0,Others,5559.84
908,59,Other,141567,27,8,30,Sports,95.96,55-64,High,Low Spenders,69.5701,155,30,95.96,3,3,1,331,2,Others,23030.399999999998
909,27,Female,89618,49,8,12,Groceries,831.05,25-34,Medium,Medium Spenders,62.605399999999996,281,12,831.05,2,2,5,225,1,Others,79780.79999999999
910,55,Other,45562,68,3,30,Groceries,628.34,55-64,Low,Medium Spenders,47.1686,155,30,628.34,3,3,4,334,0,Promising,56550.600000000006
911,66,Female,55154,93,3,19,Electronics,684.88,65+,Medium,High Spenders,59.9362,232,19,684.88,2,2,4,224,3,Others,39038.159999999996
912,54,Male,69676,9,7,30,Clothing,932.68,45-54,Medium,Low Spenders,38.8028,155,30,932.68,3,3,5,335,0,Loyal Customers,195862.8
913,38,Male,45551,100,10,22,Electronics,99.63,35-44,Low,High Spenders,73.8853,211,22,99.63,2,2,1,221,3,Price Sensitive,21918.6
914,55,Male,109314,72,10,47,Electronics,438.97,55-64,High,High Spenders,82.0642,36,47,438.97,5,5,3,553,1,New Customers,206315.9
915,18,Other,69502,83,6,32,Sports,236.83,18-24,Medium,High Spenders,66.3706,141,32,236.83,4,4,2,442,3,Others,45471.36
916,26,Male,131020,23,7,22,Groceries,844.88,25-34,High,Low Spenders,62.726000000000006,211,22,844.88,2,2,5,225,0,Others,130111.52
917,49,Other,30523,83,4,38,Electronics,564.48,45-54,Low,High Spenders,50.736900000000006,99,38,564.48,4,4,3,443,3,Others,85800.96
918,36,Female,45458,74,6,19,Groceries,135.23,35-44,Low,High Spenders,55.4274,232,19,135.23,2,2,1,221,3,Price Sensitive,15416.22
919,28,Other,57107,82,5,2,Home & Garden,271.17,25-34,Medium,High Spenders,59.95210000000001,351,2,271.17,1,1,2,112,3,Others,2711.7000000000003
920,60,Other,44555,84,7,28,Electronics,678.42,55-64,Low,High Spenders,61.246500000000005,169,28,678.42,3,3,4,334,1,Promising,132970.31999999998
921,66,Male,122436,73,7,47,Home & Garden,666.62,65+,High,High Spenders,80.4008,36,47,666.62,5,5,4,554,1,Champions,219317.97999999998
922,58,Male,105157,51,3,27,Clothing,344.39,55-64,High,Medium Spenders,58.2171,176,27,344.39,3,3,2,332,3,Others,27895.589999999997
923,68,Male,107702,73,4,2,Sports,136.03,65+,High,High Spenders,69.5306,351,2,136.03,1,1,1,111,3,Others,1088.24
924,20,Male,88778,56,2,28,Groceries,240.93,18-24,Medium,Medium Spenders,53.3134,169,28,240.93,3,3,2,332,3,Others,13492.08
925,53,Other,32539,22,6,42,Home & Garden,536.06,45-54,Low,Low Spenders,30.981700000000004,71,42,536.06,5,5,3,553,0,New Customers,135087.12
926,39,Female,53091,41,9,3,Groceries,12.45,35-44,Medium,Medium Spenders,50.3573,344,3,12.45,1,1,1,111,2,Others,336.15
927,46,Other,46368,11,7,17,Home & Garden,869.05,45-54,Low,Low Spenders,32.4804,246,17,869.05,2,2,5,225,0,Others,103416.94999999998
928,28,Male,134592,43,10,25,Clothing,557.04,25-34,High,Medium Spenders,77.8276,190,25,557.04,3,3,3,333,1,Others,139260.0
929,35,Male,48768,43,2,5,Electronics,746.74,35-44,Low,Medium Spenders,35.880399999999995,330,5,746.74,1,1,4,114,0,Cannot Lose Them,7467.4
930,42,Other,128064,8,8,44,Groceries,316.5,35-44,High,Low Spenders,58.0592,57,44,316.5,5,5,2,552,2,New Customers,111408.0
931,59,Male,48329,6,8,26,Home & Garden,36.76,55-64,Low,Low Spenders,33.158699999999996,183,26,36.76,3,3,1,331,2,Others,7646.08
932,31,Other,30969,32,9,11,Sports,562.47,25-34,Low,Medium Spenders,40.2007,288,11,562.47,1,1,3,113,2,Others,55684.53
933,18,Male,117893,84,3,24,Electronics,413.27,18-24,High,High Spenders,75.2079,197,24,413.27,3,3,3,333,3,Others,29755.44
934,47,Male,138152,53,2,38,Groceries,129.08,45-54,High,Medium Spenders,67.0256,99,38,129.08,4,4,1,441,3,Others,9810.080000000002
935,48,Other,129592,2,3,26,Clothing,748.46,45-54,High,Low Spenders,45.937599999999996,183,26,748.46,3,3,4,334,0,Promising,58379.88
936,51,Male,148784,17,1,50,Home & Garden,302.81,45-54,High,Low Spenders,53.935199999999995,15,50,302.81,5,5,2,552,2,New Customers,15140.5
937,43,Female,42201,76,1,50,Home & Garden,106.48,35-44,Low,High Spenders,45.5603,15,50,106.48,5,5,1,551,3,New Customers,5324.0
938,64,Other,65498,23,5,24,Clothing,351.94,55-64,Medium,Low Spenders,39.089400000000005,197,24,351.94,3,3,2,332,2,Others,42232.799999999996
939,37,Male,70213,84,3,37,Home & Garden,785.53,35-44,Medium,High Spenders,61.033899999999996,106,37,785.53,4,4,4,444,0,Loyal Customers,87193.83
940,56,Female,51736,3,9,25,Home & Garden,666.01,55-64,Medium,Low Spenders,34.9708,190,25,666.01,3,3,4,334,2,Promising,149852.25
